ID,Education,Age,DaysAsCustomer,Marital_Status,Kidhome,Teenhome,Country,Recency,Purchases,Spent_percent, Income ,CampaingsAccepted,Complain,Spent
3158,Graduation,50,3921,Married,1,0,Spain,1,5,0.002899026893306147,32300.0,0,0,39
5114,Master,58,3936,Married,0,1,Australia,1,16,0.07173233210360082,74806.0,0,0,965
340,Graduation,53,3940,Divorced,0,1,Germany,1,19,0.03694400938392705,72967.0,1,0,497
8805,Graduation,63,3953,Single,0,1,USA,1,17,0.02757792249786104,48904.0,0,0,371
1241,2n Cycle,39,4029,Married,1,0,Germany,1,6,0.003791035168169577,14796.0,0,0,51
1402,Master,69,4035,Married,0,0,Germany,1,21,0.09314053070032313,66991.0,0,0,1253
7264,2n Cycle,45,3427,Single,2,1,Saudi Arabia,2,4,0.0012636783893898587,52195.0,0,0,17
1619,Graduation,67,3441,Married,0,0,Spain,2,17,0.11804242837359388,90369.0,0,0,1588
6398,Basic,49,3471,Married,1,0,Spain,2,8,0.003716701145264291,18393.0,0,0,50
1857,Graduation,71,3494,Single,1,1,Spain,2,7,0.006169723901138722,47139.0,0,0,83
4877,Master,50,3496,Married,0,1,India,2,5,0.0030476949391167185,38576.0,0,0,41
3066,PhD,48,3524,Together,0,1,Saudi Arabia,2,12,0.017171159291121025,61905.0,0,0,231
10286,Graduation,61,3525,Married,0,0,Saudi Arabia,2,24,0.06883330521029467,83715.0,0,0,926
1992,Graduation,59,3558,Married,0,1,Spain,2,16,0.06638028245442024,60597.0,1,0,893
4246,Master,41,3578,Single,0,0,Spain,2,2,0.02772659054367161,6560.0,0,0,373
10623,Master,62,3605,Together,0,1,Spain,2,5,0.002378688732969146,48330.0,0,0,32
4867,PhD,55,3661,Single,1,1,Spain,2,11,0.006541394015665152,38236.0,0,0,88
3112,Master,46,3676,Married,1,0,Spain,2,5,0.0017840165497268598,22701.0,0,0,24
4865,Master,49,3681,Divorced,1,1,Australia,2,21,0.029733609162114327,53367.0,0,0,400
6287,Graduation,37,3713,Together,1,0,Spain,2,5,0.002676024824590289,34728.0,0,0,36
4405,Master,67,3713,Married,0,2,Australia,2,23,0.05864954407227051,63915.0,0,0,789
5332,2n Cycle,63,3716,Married,0,0,India,2,17,0.07924006841703468,82504.0,0,0,1066
1519,PhD,51,3751,Single,1,1,Spain,2,9,0.005426383672085864,38578.0,0,0,73
9080,PhD,51,3751,Single,1,1,Spain,2,9,0.005426383672085864,38578.0,0,0,73
1772,PhD,48,3913,Married,0,0,Canada,2,19,0.15186440879549892,79174.0,2,0,2043
5341,2n Cycle,61,3919,Divorced,0,1,Saudi Arabia,2,14,0.11804242837359388,81975.0,1,0,1588
5510,Master,46,3964,Married,0,1,Spain,2,16,0.03278130410123105,43263.0,0,0,441
3887,Graduation,53,3974,Single,1,0,India,2,7,0.007879406427960296,27242.0,0,0,106
7022,Graduation,52,4018,Married,1,0,Saudi Arabia,2,21,0.104810972296453,76445.0,0,0,1410
9999,Graduation,58,4019,Together,0,0,Spain,2,23,0.07730738382149725,75276.0,0,0,1040
10352,Graduation,60,4039,Widow,1,1,Saudi Arabia,2,9,0.00869708067991844,34213.0,0,0,117
7919,PhD,47,4064,Together,0,0,Spain,2,23,0.15550677591785794,72335.0,0,0,2092
4114,Master,59,4066,Married,0,0,Australia,2,29,0.1258475007786489,79143.0,0,0,1693
7990,Graduation,76,4075,Married,0,0,Canada,2,4,0.0012636783893898587,27469.0,0,0,17
9888,Graduation,54,3383,Together,0,0,Spain,3,16,0.08109841898966683,68695.0,0,0,1091
4399,Graduation,54,3383,Together,0,0,Canada,3,16,0.08109841898966683,68695.0,0,0,1091
4452,Graduation,66,3411,Single,0,1,Germany,3,17,0.027652256520766326,50388.0,2,0,372
4785,PhD,53,3455,Together,0,2,Saudi Arabia,3,22,0.05307449235437407,77622.0,0,0,714
8461,Graduation,61,3490,Divorced,2,1,Spain,3,4,0.001189344366484573,46102.0,0,0,16
3878,2n Cycle,43,3501,Single,1,0,Spain,3,5,0.0035680330994537195,31859.0,0,0,48
9612,2n Cycle,36,3521,Single,0,0,Spain,3,5,0.0031963629849272902,23830.0,0,0,43
4098,Graduation,50,3531,Married,1,1,Australia,3,9,0.003270697007832576,24639.0,0,0,44
158,PhD,78,3603,Together,0,0,Spain,3,17,0.08890349139472184,71604.0,1,0,1196
3896,Graduation,39,3613,Married,1,0,Spain,3,5,0.0027503588474955755,27255.0,0,0,37
9970,Graduation,46,3634,Together,0,1,Canada,3,9,0.012042111710656302,55375.0,0,0,162
4002,PhD,63,3638,Married,0,1,Spain,3,27,0.08347710772263597,77037.0,0,0,1123
10914,Graduation,53,3639,Single,1,1,Spain,3,6,0.0012636783893898587,24163.0,0,0,17
7279,PhD,54,3651,Together,0,0,USA,3,15,0.0776047199131184,69476.0,0,0,1044
10582,Graduation,44,3740,Married,0,1,Germany,3,21,0.05634518936220665,72063.0,0,0,758
4470,Master,61,3763,Married,0,1,Spain,3,8,0.010406763206740015,58646.0,0,0,140
6183,Master,61,3763,Married,0,1,Germany,3,8,0.010406763206740015,58646.0,0,0,140
6379,Master,74,3775,Widow,1,1,USA,3,9,0.008994416771539584,47570.0,0,0,121
8601,Graduation,43,3805,Married,0,1,Australia,3,21,0.10369596195287371,80011.0,0,0,1395
4827,PhD,67,3855,Single,0,1,Spain,3,20,0.03382198042190505,54998.0,0,0,455
6715,PhD,75,3922,Single,0,1,Spain,3,25,0.050918805690120784,60200.0,0,0,685
10676,Graduation,41,3983,Married,0,0,Spain,3,20,0.08719380886790026,63211.0,0,0,1173
1041,PhD,50,3998,Single,0,1,Saudi Arabia,3,19,0.031517625711841184,48432.0,0,0,424
492,PhD,50,3998,YOLO,0,1,Canada,3,19,0.031517625711841184,48432.0,0,0,424
11133,PhD,50,3998,YOLO,0,1,India,3,19,0.031517625711841184,48432.0,0,0,424
4491,Master,74,4015,Married,1,1,Spain,3,28,0.0875654789824267,62845.0,1,0,1178
873,Master,74,4015,Married,1,1,Spain,3,28,0.0875654789824267,62845.0,1,0,1178
1631,PhD,58,4043,Together,0,0,Germany,3,23,0.09529621736457643,65220.0,0,0,1282
8278,PhD,33,4051,Married,0,0,Spain,3,16,0.12718551319094404,74214.0,0,0,1711
6815,2n Cycle,43,3416,Married,0,0,Spain,4,21,0.060136224530376224,96547.0,3,0,809
254,Graduation,68,3422,Together,0,1,Spain,4,18,0.03515999283420019,53863.0,1,0,473
1349,Graduation,53,3448,Married,2,0,India,4,8,0.011001435389982302,50447.0,0,0,148
2534,Graduation,70,3448,Married,0,1,Australia,4,10,0.013974796306193735,37716.0,0,0,188
2130,Graduation,41,3477,Together,2,0,Saudi Arabia,4,8,0.010927101367077016,45203.0,0,0,147
2296,Master,48,3574,Married,1,0,Spain,4,4,0.0022300206871585745,37368.0,1,0,30
3799,Graduation,68,3594,Married,0,1,USA,4,23,0.06452193188178809,67225.0,0,0,868
11084,Master,47,3606,Together,0,1,Canada,4,17,0.07827372611926596,65104.0,0,0,1053
5172,Master,47,3606,Together,0,1,Spain,4,17,0.07827372611926596,65104.0,0,0,1053
9504,Master,74,3614,Married,0,0,Spain,4,25,0.0749286950885281,81698.0,0,0,1008
850,Graduation,55,3645,Single,0,1,Spain,4,22,0.056270855339301366,70566.0,0,0,757
4477,Graduation,65,3654,Together,0,1,Germany,4,18,0.04854011695715164,69096.0,0,0,653
1945,Graduation,61,3663,Married,0,1,Spain,4,21,0.10406763206740013,71434.0,2,0,1400
7685,Graduation,45,3672,Married,1,0,Spain,4,7,0.005798053786612294,33039.0,0,0,78
6310,Graduation,45,3672,Married,1,0,Canada,4,7,0.005798053786612294,33039.0,0,0,78
10832,Graduation,65,3725,Together,0,0,Spain,4,14,0.03471398869676848,46610.0,0,0,467
3025,Graduation,65,3735,Single,0,1,Canada,4,15,0.02274621100901746,49967.0,0,0,306
2404,Graduation,47,3777,Married,1,1,USA,4,14,0.019103843886658454,53359.0,0,0,257
8581,Master,52,3860,Married,1,1,Spain,4,29,0.05582485120186964,49505.0,0,0,751
8755,Master,77,3873,Married,0,0,Australia,4,18,0.08890349139472184,68657.0,0,0,1196
10177,Graduation,69,3879,Divorced,0,1,Spain,4,20,0.09945892264727242,72071.0,0,0,1338
2429,Graduation,69,3879,Divorced,0,1,Canada,4,20,0.09945892264727242,72071.0,0,0,1338
8920,Master,56,3912,Single,1,0,India,4,28,0.08384877783716241,59235.0,0,0,1128
8430,Graduation,66,3931,Together,0,1,Australia,4,4,0.001635348503916288,21994.0,0,0,22
8619,Graduation,66,3931,Together,0,1,Spain,4,4,0.001635348503916288,21994.0,0,0,22
7233,Graduation,51,4029,Married,0,0,Canada,4,16,0.1324632288172193,69209.0,1,0,1782
6678,Graduation,34,3472,Together,1,0,India,5,9,0.005352049649180578,31928.0,0,0,72
830,PhD,36,3504,Single,0,0,India,5,15,0.12324580997696388,74004.0,2,0,1658
6365,2n Cycle,36,3679,Married,0,0,India,5,6,0.005946721832422865,30390.0,0,0,80
6770,Graduation,38,3692,Married,1,0,USA,5,7,0.005054713557559435,21355.0,1,0,68
2261,Graduation,54,3750,Married,1,0,Germany,5,4,0.001189344366484573,26304.0,0,0,16
1031,2n Cycle,34,3799,Married,0,0,India,5,26,0.07894273232541353,85710.0,1,0,1062
10089,Graduation,49,3829,Divorced,0,0,Saudi Arabia,5,29,0.08265943347067783,102692.0,4,0,1112
9256,Graduation,52,3920,Single,0,1,Spain,5,27,0.07440835692819112,58350.0,0,0,1001
10641,Graduation,45,3928,Single,1,1,Spain,5,10,0.004237039305601291,7500.0,0,0,57
624,Master,39,3975,Single,0,0,Saudi Arabia,5,4,0.002601690801685004,18890.0,1,0,35
4211,Basic,37,3987,Married,1,0,Canada,5,7,0.004237039305601291,20425.0,0,0,57
1407,Basic,37,3987,Married,1,0,Germany,5,7,0.004237039305601291,20425.0,0,0,57
10356,PhD,66,4024,Divorced,1,1,Spain,5,5,0.002378688732969146,41437.0,0,0,32
9323,Master,74,4039,Together,0,1,Mexico,5,26,0.0649679360192198,49912.0,1,0,874
1146,Master,74,4039,Together,0,1,Australia,5,26,0.0649679360192198,49912.0,1,0,874
6343,Graduation,64,3469,Married,0,1,Australia,6,23,0.11283904677022387,79823.0,1,0,1518
8545,Graduation,69,3479,Divorced,0,0,Spain,6,17,0.13298356697755634,85683.0,4,0,1789
8275,PhD,58,3519,Divorced,1,1,Spain,6,4,0.0014866804581057163,47025.0,0,0,20
10673,PhD,47,3603,Married,0,1,Saudi Arabia,6,21,0.10525697643388471,68397.0,0,0,1416
8799,PhD,39,3658,Married,1,0,Spain,6,11,0.01137310550450873,38175.0,0,0,153
67,Master,51,3663,Single,1,1,Spain,6,9,0.006838730107286295,46423.0,0,0,92
9923,Master,51,3663,Single,1,1,Spain,6,9,0.006838730107286295,46423.0,0,0,92
2814,Master,47,3746,Together,1,0,Saudi Arabia,6,5,0.0023043547100638604,30560.0,0,0,31
2711,Master,47,3746,Together,1,0,Canada,6,5,0.0023043547100638604,30560.0,0,0,31
4320,Graduation,44,3837,Single,0,1,Spain,6,23,0.07009698359968453,60152.0,0,0,943
10451,Graduation,58,3853,Together,1,1,Saudi Arabia,6,4,0.0018583505726321454,29672.0,0,0,25
4198,Graduation,58,3853,Together,1,1,Spain,6,4,0.0018583505726321454,29672.0,0,0,25
10814,Graduation,76,3908,Together,0,0,Spain,6,25,0.10228361551767329,70321.0,0,0,1376
944,Graduation,61,3916,Married,0,1,Spain,6,14,0.029213271001777327,56181.0,0,0,393
8151,Basic,33,3926,Married,0,0,Spain,6,9,0.019549848024090172,24279.0,0,0,263
6184,PhD,54,3943,Married,0,0,Spain,6,15,0.1241378182518273,68462.0,0,0,1670
3498,PhD,47,3960,Married,0,1,Spain,6,25,0.06519093808793566,55424.0,1,0,877
2870,Graduation,50,4025,Married,0,1,Spain,6,20,0.037315679498453484,49094.0,0,0,502
7342,2n Cycle,62,4037,Widow,0,1,Spain,6,27,0.0796860725544664,59184.0,0,0,1072
1911,Graduation,36,4041,Together,0,0,Germany,6,29,0.10139160724280986,67430.0,0,0,1364
10862,Master,63,4060,Married,0,1,Spain,6,17,0.024232891467123176,30522.0,0,0,326
2546,2n Cycle,46,3386,Single,0,1,Spain,7,6,0.005203381603370008,31878.0,0,0,70
3005,Graduation,31,3438,Single,0,0,Spain,7,23,0.12265113779372161,83528.0,2,0,1650
8318,Graduation,44,3556,Together,0,0,Spain,7,19,0.12919253180938675,90300.0,1,0,1738
2930,Master,45,3574,Single,0,0,Saudi Arabia,7,20,0.09522188334167113,68092.0,0,0,1281
8216,Master,51,3640,Married,1,1,Australia,7,17,0.024158557444217892,53761.0,0,0,325
1212,Graduation,50,3699,Married,1,0,Spain,7,25,0.06957664543934752,52845.0,1,0,936
2541,Graduation,47,3764,Married,1,0,Spain,7,7,0.0035680330994537195,24027.0,0,0,48
10659,2n Cycle,44,3797,Together,1,0,India,7,11,0.003939703213980148,7500.0,0,0,53
10905,Graduation,68,3987,Together,1,1,Spain,7,16,0.018732173772132026,42586.0,0,0,252
8910,Graduation,68,3987,Together,1,1,Spain,7,16,0.018732173772132026,42586.0,0,0,252
7349,Basic,50,4014,Together,1,0,Spain,7,11,0.007656404359244438,9722.0,0,0,103
7872,PhD,48,4034,Married,0,0,Spain,7,23,0.0414040507582442,86836.0,3,0,557
4290,Graduation,51,3481,Married,1,0,Canada,8,4,0.0017840165497268598,30467.0,0,0,24
7408,PhD,71,3497,Married,0,1,Saudi Arabia,8,12,0.017319827336931597,54549.0,0,0,233
9986,Graduation,41,3506,Together,1,0,Saudi Arabia,8,10,0.004014037236885435,19444.0,0,0,54
8235,Master,67,3535,Together,0,1,Saudi Arabia,8,23,0.06266358130915595,69245.0,0,0,843
10949,PhD,60,3574,Divorced,0,0,Spain,8,19,0.14554601684854965,72968.0,1,0,1958
7284,Graduation,70,3586,Married,1,2,Spain,8,4,0.0014866804581057163,48686.0,0,0,20
9529,Graduation,33,3592,Married,0,0,Saudi Arabia,8,22,0.12094145526690002,73687.0,1,0,1627
9930,PhD,79,3615,Single,0,0,Canada,8,28,0.08674780473046856,82716.0,0,0,1167
10270,2n Cycle,42,3648,Married,1,0,Germany,8,8,0.004906045511748864,35523.0,0,0,66
760,PhD,48,3703,Divorced,1,0,Saudi Arabia,8,23,0.0602848925761868,60554.0,0,0,811
5519,Graduation,67,3705,Together,0,1,Saudi Arabia,8,20,0.0592442162555128,64090.0,0,0,797
232,Graduation,58,3726,Single,0,1,Spain,8,17,0.03939703213980149,61559.0,0,0,530
3009,PhD,61,3734,Widow,0,0,Spain,8,15,0.13127388445073473,71670.0,3,0,1766
6518,PhD,72,3762,Widow,0,1,Australia,8,19,0.04504641788060321,67680.0,0,0,606
10669,Graduation,42,3787,Married,0,1,Spain,8,17,0.03493699076548434,54386.0,0,0,470
5682,PhD,70,3842,Single,0,1,Australia,8,30,0.08169309117290911,64108.0,0,0,1099
1570,PhD,72,3874,Together,0,1,Spain,8,26,0.07723304979859197,69702.0,0,0,1039
1497,Graduation,71,3905,Single,0,1,Saudi Arabia,8,16,0.03025394732245133,47958.0,0,0,407
9723,Graduation,63,3914,Married,0,1,Canada,8,28,0.07552336727177039,67716.0,1,0,1016
7261,Graduation,52,3923,Together,1,1,Spain,8,17,0.02363821928388089,34600.0,0,0,318
2452,Graduation,52,3923,Together,1,1,Spain,8,17,0.02363821928388089,34600.0,0,0,318
5621,Graduation,54,3943,Married,1,1,Spain,8,17,0.023489551238070318,48752.0,0,0,316
10995,2n Cycle,35,3973,Married,1,0,Saudi Arabia,8,10,0.006838730107286295,15716.0,0,1,92
7373,PhD,71,3987,Divorced,0,2,Australia,8,17,0.022448874917396316,46610.0,0,0,302
5331,Graduation,46,4035,Married,0,0,Germany,8,17,0.13893028880997918,74985.0,0,0,1869
263,PhD,78,3411,Single,0,0,Spain,9,8,0.010778433321266443,45576.0,0,0,145
4619,PhD,78,3411,Single,0,0,Spain,9,27,0.02059052434476417,113734.0,0,0,277
940,Graduation,36,3421,Single,1,0,Saudi Arabia,9,14,0.02311788112354389,57100.0,0,0,311
10084,Graduation,51,3421,Married,2,0,India,9,7,0.003716701145264291,24434.0,0,0,50
6019,PhD,52,3470,Married,1,0,Spain,9,6,0.005352049649180578,37126.0,1,0,72
1463,Graduation,65,3471,Single,1,1,Australia,9,4,0.001561014481011002,45160.0,0,0,21
6424,Graduation,46,3529,Together,1,0,Spain,9,5,0.003642367122359005,33178.0,0,0,49
8233,Master,73,3533,Widow,0,1,Canada,9,21,0.04132971673533892,64866.0,1,0,556
1515,Master,48,3537,Together,0,1,Canada,9,5,0.0020813526413480028,34176.0,0,0,28
10855,Master,55,3537,Single,1,0,Spain,9,15,0.029436273070493183,50014.0,0,0,396
10909,Graduation,75,3544,Married,0,0,Australia,9,20,0.1411603094971378,92344.0,2,0,1899
3376,Master,53,3577,Divorced,1,0,Spain,9,11,0.01746849538274217,55282.0,0,0,235
10232,PhD,60,3615,Divorced,0,1,Spain,9,15,0.024604561581649607,48799.0,0,0,331
5547,PhD,41,3705,Married,0,0,Spain,9,20,0.14264698995524347,84169.0,2,0,1919
8362,PhD,41,3705,Married,0,0,Saudi Arabia,9,20,0.14264698995524347,84169.0,2,0,1919
3524,Master,52,3708,Single,1,0,Spain,9,10,0.012413781825182732,39763.0,0,0,167
10095,PhD,48,3803,Divorced,0,0,Canada,9,20,0.09611389161653457,74165.0,0,0,1293
8897,Graduation,58,3810,Single,1,1,Germany,9,25,0.04861445098005693,42720.0,0,0,654
466,Graduation,79,3831,Married,0,0,Spain,9,21,0.05545318108734322,65275.0,0,0,746
11025,Graduation,62,3890,Married,1,1,Spain,9,11,0.010258095160929443,36443.0,0,0,138
2387,Master,71,3890,Together,1,1,Saudi Arabia,9,17,0.0204418562989536,43776.0,0,0,275
1618,Graduation,58,3922,Together,0,0,Germany,9,21,0.05143914385045778,56046.0,1,0,692
25,Graduation,65,3969,Married,0,1,Canada,9,21,0.08288243553939369,65148.0,0,0,1115
3277,Graduation,68,4074,Divorced,0,1,Spain,9,15,0.027131918360429323,49431.0,0,0,365
8566,PhD,62,3393,Together,1,1,Spain,10,4,0.0006690062061475723,32583.0,0,0,9
2634,Master,44,3451,Single,1,0,Spain,10,9,0.005129047580464722,16653.0,0,0,69
8036,2n Cycle,52,3451,Together,1,1,Spain,10,11,0.0046830434430330066,26850.0,0,0,63
8159,Graduation,55,3468,Married,1,1,Spain,10,11,0.013528792168762018,51287.0,0,0,182
7628,2n Cycle,50,3482,Married,1,0,Spain,10,8,0.005649385740801722,43050.0,0,0,76
9597,Graduation,54,3518,Married,0,0,Canada,10,19,0.05389216660633222,73448.0,0,0,725
1384,Basic,31,3597,Married,1,0,USA,10,7,0.004608709420127721,17256.0,1,0,62
10150,Graduation,62,3599,Single,0,0,Saudi Arabia,10,18,0.10770999918975915,86429.0,1,0,1449
3885,PhD,40,3635,Married,1,0,Spain,10,5,0.0046830434430330066,33569.0,1,0,63
11003,2n Cycle,43,3649,Together,1,0,Canada,10,7,0.003716701145264291,25130.0,0,0,50
8026,Graduation,71,3651,Married,0,1,Canada,10,19,0.034416652605147334,62998.0,0,0,463
577,2n Cycle,47,3692,Together,1,1,Spain,10,6,0.001635348503916288,26907.0,0,0,22
8702,2n Cycle,47,3692,Together,1,1,Australia,10,6,0.001635348503916288,26907.0,0,0,22
5429,PhD,75,3692,Married,0,1,Spain,10,10,0.013603126191667305,45579.0,0,0,183
977,Graduation,66,3711,Together,0,1,Canada,10,20,0.03077428548278833,47320.0,0,0,414
2793,PhD,47,3722,Divorced,0,1,Saudi Arabia,10,26,0.07686137968406553,70179.0,0,0,1034
1071,PhD,47,3722,Divorced,0,1,USA,10,26,0.07686137968406553,70179.0,0,0,1034
5074,Master,37,3735,Married,1,0,Canada,10,5,0.0034936990765484337,28072.0,0,0,47
2632,Graduation,69,3755,Married,1,1,India,10,20,0.03716701145264291,50501.0,1,0,500
6404,Graduation,54,3841,Together,1,2,Saudi Arabia,10,16,0.020962194459290602,58917.0,0,0,282
10240,Graduation,74,3874,Together,0,0,Canada,10,21,0.10265528563219971,69372.0,2,0,1381
2521,Master,52,3914,Married,1,0,Spain,10,5,0.004385707351411863,35178.0,1,0,59
4301,Master,52,3914,Married,1,0,Australia,10,5,0.004385707351411863,35178.0,1,0,59
7381,Graduation,55,3949,Divorced,0,0,Spain,10,22,0.10718966102942215,75693.0,3,0,1442
2407,Graduation,41,3976,Married,0,0,USA,10,20,0.11558940561771944,69109.0,1,0,1555
9064,Graduation,41,3976,Married,0,0,Spain,10,20,0.11558940561771944,69109.0,1,0,1555
5067,Graduation,29,3514,Together,0,0,Spain,11,21,0.10243228356348386,80134.0,4,0,1378
10281,Graduation,53,3521,Divorced,1,0,Australia,11,19,0.04474908178898206,64713.0,0,0,602
11191,Graduation,37,3583,Divorced,0,0,Spain,11,8,0.01033242918383473,41411.0,0,0,139
2552,PhD,68,3629,Single,1,2,Spain,11,24,0.033152974215757476,55521.0,1,0,446
6720,Master,55,3635,Together,0,1,Spain,11,17,0.03657233926940062,43795.0,1,0,492
4557,Graduation,53,3647,Together,1,0,Saudi Arabia,11,8,0.00498037953465415,22070.0,0,0,67
1183,Master,74,3660,Married,1,1,Germany,11,4,0.001635348503916288,36408.0,0,0,22
4186,Graduation,73,3707,Together,1,1,Canada,11,9,0.005649385740801722,34026.0,0,0,76
1419,Graduation,73,3707,Together,1,1,Spain,11,9,0.005649385740801722,34026.0,0,0,76
967,Graduation,47,3722,Married,1,1,Spain,11,26,0.0382820217962222,46049.0,0,0,515
1048,Master,51,3729,Married,1,0,Saudi Arabia,11,10,0.013231456077140876,35641.0,0,0,178
9262,2n Cycle,39,3739,Together,0,0,Saudi Arabia,11,5,0.003865369191074862,32414.0,1,0,52
3427,PhD,68,3822,Married,0,1,Saudi Arabia,11,26,0.05456117281247978,59821.0,0,0,734
5892,Graduation,43,3824,Married,1,0,Saudi Arabia,11,17,0.016427819062068166,34968.0,0,0,221
8911,PhD,56,3826,Married,0,1,Spain,11,21,0.05218248407951064,56320.0,0,0,702
6606,Master,54,3834,Married,1,0,Spain,11,19,0.08630180059303683,70091.0,1,0,1161
2677,Graduation,67,3834,Together,0,1,Saudi Arabia,11,15,0.01791449952017388,46097.0,0,0,241
252,PhD,60,3848,Divorced,0,0,Saudi Arabia,11,17,0.04467474776607678,41003.0,0,0,601
9860,Graduation,64,3850,Together,0,1,Spain,11,12,0.01598181492463645,44911.0,0,0,215
1388,Graduation,48,3873,Single,1,0,Australia,11,8,0.008325410565392011,33249.0,0,0,112
979,Graduation,48,3873,Single,1,0,Spain,11,8,0.008325410565392011,33249.0,0,0,112
7494,PhD,73,3903,Divorced,1,1,Canada,11,15,0.019995852161521884,42873.0,0,0,269
10490,PhD,54,3945,Married,1,1,Australia,11,14,0.030997287551504184,51039.0,0,0,417
3403,PhD,65,4022,Together,0,1,Spain,11,21,0.15550677591785794,78952.0,0,0,2092
2715,Master,57,4071,Divorced,1,1,Canada,11,11,0.013380124122951446,29435.0,0,0,180
4828,Graduation,69,3390,Divorced,0,1,Saudi Arabia,12,21,0.058872546140986366,79865.0,0,0,792
